# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1416334810;2.00;4881.01;195169.69;0.00;143244.22;0.00;0.00;0.00;0.00
axle;60;1416334870;0.67;249.20;139709.45;0.00;104870.45;0.00;0.00;0.00;0.00
axle;60;1416334930;1.14;286.47;222283.06;0.00;84828.92;0.00;0.00;0.00;0.00
axle;60;1416334990;0.67;312.74;197011.73;0.00;82855.69;0.00;0.00;0.00;0.00
axle;60;1416335050;4.88;361.26;117428.77;0.00;42028.95;0.00;0.00;0.00;0.00
axle;60;1416335110;0.80;71.56;95645.03;0.00;6042.43;0.00;0.00;0.00;0.00
axle;60;1416335170;0.00;30.67;19069.22;0.00;84.98;0.00;0.00;0.00;0.00
axle;60;1416335230;0.60;41.21;74951.24;0.00;2851.66;0.00;0.00;0.00;0.00
axle;60;1416335290;0.13;29.94;87395.52;0.00;4898.78;0.00;0.00;0.00;0.00
